mean_reversion_level,action_threshold,threshold_re,threshold_de,enabled,E[Wealth],Std,Sharpe,Trades,Broke%,Min,Median,Max
50.0,0.5,0.9,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,0.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,0.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,0.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,0.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,0.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,1.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,1.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,1.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,1.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,1.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.2,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,0.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,0.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,0.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,0.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,0.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,1.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,1.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,1.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,1.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,1.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,0.5,1.5,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,1.0,0.0,0.0,True,822.3952859408388,472.9733860926388,1.527348699064744,553.88,5.0,-422.3282513487711,811.2008930867898,2107.86328308293
50.0,1.0,0.0,0.2,True,822.3952859408388,472.9733860926388,1.527348699064744,553.88,5.0,-422.3282513487711,811.2008930867898,2107.86328308293
50.0,1.0,0.0,0.4,True,851.4116790250962,474.9534450502552,1.5820743840390266,548.99,5.0,-393.7814527394048,825.8083236860223,2111.3163023511315
50.0,1.0,0.0,0.6,True,888.4432494474579,454.57883334938083,1.7344477824410163,512.06,5.0,-310.85336482832463,894.6450475283773,2035.2235351310728
50.0,1.0,0.0,0.8,True,862.3497525795476,407.54273308015644,1.8706007755746363,440.33,3.0,-240.08562409809292,845.530228292617,1983.4766270160071
50.0,1.0,0.0,1.0,True,753.4667338111271,341.7657076635532,1.9120313102168343,347.9,3.0,-253.86640741344672,720.8431256276051,1741.5282938892315
50.0,1.0,0.0,1.2,True,591.318917484696,264.2967444613135,1.8589669671720568,247.18,3.0,-97.01427539951237,552.2474041705145,1280.6930833392953
50.0,1.0,0.0,1.4,True,407.60165522847046,181.19491810502106,1.697628490056127,147.19,1.0,-2.480204162953669,394.2502637578176,931.8681717631098
50.0,1.0,0.0,1.6,True,243.7953670280467,109.15723055105096,1.317323335358862,64.11,0.0,35.749716738093866,225.06964798381642,632.9186109023153
50.0,1.0,0.0,1.8,True,128.8793599758931,40.93984671509967,0.7054095775410327,11.71,0.0,77.84708179368306,117.73833675324875,315.49418368418367
50.0,1.0,0.0,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,1.0,0.3,0.0,True,822.3952859408388,472.9733860926388,1.527348699064744,553.88,5.0,-422.3282513487711,811.2008930867898,2107.86328308293
50.0,1.0,0.3,0.2,True,822.3952859408388,472.9733860926388,1.527348699064744,553.88,5.0,-422.3282513487711,811.2008930867898,2107.86328308293
50.0,1.0,0.3,0.4,True,851.4116790250962,474.9534450502552,1.5820743840390266,548.99,5.0,-393.7814527394048,825.8083236860223,2111.3163023511315
50.0,1.0,0.3,0.6,True,888.4432494474579,454.57883334938083,1.7344477824410163,512.06,5.0,-310.85336482832463,894.6450475283773,2035.2235351310728
50.0,1.0,0.3,0.8,True,862.3497525795476,407.54273308015644,1.8706007755746363,440.33,3.0,-240.08562409809292,845.530228292617,1983.4766270160071
50.0,1.0,0.3,1.0,True,753.4667338111271,341.7657076635532,1.9120313102168343,347.9,3.0,-253.86640741344672,720.8431256276051,1741.5282938892315
50.0,1.0,0.3,1.2,True,591.318917484696,264.2967444613135,1.8589669671720568,247.18,3.0,-97.01427539951237,552.2474041705145,1280.6930833392953
50.0,1.0,0.3,1.4,True,407.60165522847046,181.19491810502106,1.697628490056127,147.19,1.0,-2.480204162953669,394.2502637578176,931.8681717631098
